"doi" "body" ".publisher"
"1232" "10.7554/eLife.64694" "One could imagine an infinite number of papers that take a dataset, use a technique to extract a metric, X (e.g., eccentricity), and then write about the changes in X with some property of interest, Y (e.g., age). Given this set of papers (and the non-independence between the set of possible Xs), the reader ought to be most interested in those Xs that provide the best performance and simplest interpretation, with other papers being redundant." "elife"
"1233" "10.7554/eLife.64694" "Thus, a nuanced approach to presenting a paper like this is to demonstrate that the metric used represents an advance over alternative, simpler-to-compute, or clearer-to-interpret metrics that already exist." "elife"
"1234" "10.7554/eLife.64694" "In this paper, however, the authors do not demonstrate the benefits of their particular choice of applying a specific nonlinear dimensionality reduction method using 3 dimensions alignment to a template manifold and then computing an eccentricity metric. For example:" "elife"
"1235" "10.7554/eLife.64694" "i. Is the nonlinearity required (e.g., does it outperform PCA or MDS)?" "elife"
"1236" "10.7554/eLife.64694" "ii. Is there something special about picking 3 dimensions to do the eccentricity calculation? Is dimensionality reduction required at all (e.g., would you get similar results by computing eccentricity in the full-dimensional space?)" "elife"
"1237" "10.7554/eLife.64694" "iii. Does it outperform basic connectome measures (e.g., the simple ones the authors compute)?" "elife"
"1238" "10.7554/eLife.64694" "There is a clear down-side of how opaque the approach is (and thus difficult to interpret relative to, say, connectivity degree), so one would hope for a correspondingly strong boost in performance. The authors could also do more to develop some intuition for the idea of a low-dimensional connection-pattern-similarity-space, and how to interpret taking Euclidean distances within such a space." "elife"
"1239" "10.7554/eLife.64694" "– Developmental Enrichment Analysis" "elife"
"1240" "10.7554/eLife.64694" "Both in the main text and in the Materials and methods, this is described as \"genes were fed into a developmental enrichment analysis\". Can some explanation be provided as to what happens between the \"feeding in\" and what comes out? Without clearly described methods, it is impossible to interpret or critique this component of the paper. If the methodological details are opaque, then the significance of the results could be tested numerically relative to some randomized null inputs being 'fed in' to demonstrate specificity of the tested phenotype." "elife"
"1241" "10.7554/eLife.64694" "– IQ prediction" "elife"
"1242" "10.7554/eLife.64694" "The predictions seem to be very poor (equality lines, y = x, should be drawn in Figure 5, to show what perfect predictions would look like; linear regressions are not helpful for a prediction task, and are deceptive of the appropriate MAE computation). The authors do not perform any comparisons in this section (even to a real baseline model like `predicted_IQ = mean(training_set_IQ)`). They also do not perform statistical tests (or quote p-values), but nevertheless make a range of claims, including of \"significant prediction\" or \"prediction accuracy was improved\", \"reemphasize the benefits of incorporating subcortical nodes\", etc. All of these claims should be tested relative to rigorous statistics, and comparisons to appropriate baseline/benchmark approaches." "elife"
"1243" "10.7554/eLife.64694" "– Group Connectome" "elife"
"1244" "10.7554/eLife.64694" "Given how much the paper relies on estimating a group structural connectome, it should be visualized and characterized. For example, a basic analysis of the distribution of edge weights and degree, especially as edge weights can vary over orders of magnitude and high weights (more likely to be short distances) may therefore unduly dominate some of the low-dimensional components. The authors may also consider testing robustness performed to alternative ways of estimating the connectome [e.g., Oldham et al. NeuroImage 222, 117252 (2020)] and its group-level summary [e.g., Roberts et al. NeuroImage 145, 1-42 (2016)]." "elife"
"1245" "10.7554/eLife.64694" "– Individual Alignment" "elife"
"1246" "10.7554/eLife.64694" "The paper relies on individuals being successfully aligned to the template manifold. Accordingly, some analysis should be performed quantifying how well individuals could be mapped. Presumably some subjects fit very well onto the template, whereas others do not. Is there something interesting about the poorly aligned subjects? Do your results improve when excluding them?" "elife"
"1247" "10.7554/eLife.64694" "Essential revisions:" "elife"
"1248" "10.7554/eLife.64694" "– There is not much in the introduction about why co-localized gene sets are of interest to explore. What is already known about brain development using this approach, and how does the current work fill a gap in our knowledge?" "elife"
"1249" "10.7554/eLife.64694" "We updated Introduction by adding a new paragraph motivating the transcriptomic analysis and outlining the novelty of our work:" "elife"
"1250" "10.7554/eLife.64694" "“Imaging-transcriptomics approaches allow for the identification of cellular and molecular factors that co-vary with imaging-based findings (Arnatkeviciute et al., 2019; Fornito et al., 2019; Gorgolewski et al., 2014; Hawrylycz et al., 2015; Thompson et al., 2013). Recently established resources, such as the Allen Human Brain Atlas (Arnatkeviciute et al., 2019; Hawrylycz et al., 2015), can be utilized to spatially associate macroscale imaging/connectome data with the expression patterns of thousands of genes. These findings have already been applied in the study of healthy adults (Hawrylycz et al., 2015; Park et al., 2020b; Q. Xu et al., 2020) and typically developing adolescents (Mascarell Maričić et al., 2020; Padmanabhan and Luna, 2014; Paquola et al., 2019a; Vértes et al., 2016; Whitaker et al., 2016), as well as individuals suffering from prevalent brain disorders (Altmann et al., 2018; Hashimoto et al., 2015; Klein et al., 2017; Park et al., 2020a; Patel et al., 2021; Romero-Garcia et al., 2019). The gene sets that co-vary with in vivo findings can furthermore be subjected to gene set enrichment analyses to discover potentially implicated molecular, cellular, and pathological processes (Ashburner et al., 2000; Carbon et al., 2019; Chen et al., 2013; Dougherty et al., 2010; Kuleshov et al., 2016; Morgan et al., 2019; Romero-Garcia et al., 2018; Subramanian et al., 2005). For example, studies in newborns have shown that cortical morphology reflects spatiotemporal patterns of gene expression in foetuses, linking molecular mechanisms to in vivo measures of cortical development in early life (Ball et al., 2020). Work in adolescents has furthermore shown that developmental changes in regional cortical thickness measures and myelin proxies spatially co-localize with the expression patterns of genes involved in synaptic and oligodendroglial function (Paquola et al., 2019a; Whitaker et al., 2016). Building on these prior investigations, the current study aimed at exploring whether adolescent structural connectome reconfigurations, assessed using manifold learning techniques, reflect the expression patterns of specific genes, in order to identify potential molecular signatures of macroscale structural network development.”" "elife"
"1251" "10.7554/eLife.64694" "– Similarly, the introduction states that the study aims to \"predict future measures of cognitive function\". What cognitive functions specifically were of interest in this study, and why? No rationale or background is provided for conducting these analyses." "elife"
"1252" "10.7554/eLife.64694" "We thank the Reviewers for this comment." "elife"
"1253" "10.7554/eLife.64694" "We incorporated additional justification and details on the cognitive prediction in the Introduction:" "elife"
"1254" "10.7554/eLife.64694" "“To also assess behavioral associations of connectome manifold changes, we utilized supervised machine learning to predict future measures of cognitive function quantified via the intelligence quotient (IQ). IQ is a widely used marker of general cognitive abilities, which shows good test-retest reliability (Brown and May, 1979; Canivez and Watkins, 1998; Catron, 1978; Matarazzo et al., 1973; Snow et al., 1989; Wagner and Caldwell, 1979) and has previously been applied to index overall cognitive function during development (Crespi, 2016; Garde et al., 2005, 2000; Koenis et al., 2018; Park et al., 2016; Ramsden et al., 2011; Shaw et al., 2006; Suprano et al., 2020). In the study of neurodevelopment, neuroimaging reports have previously assessed associations between IQ and large-scale network measures in children to adolescents (Koenis et al., 2018; Ramsden et al., 2011; Seidlitz et al., 2018; Shaw et al., 2006; Suprano et al., 2020).”" "elife"
"1255" "10.7554/eLife.64694" "– The authors claim that their study examines \"the entire adolescent time period\", however some would argue that age 14 does not represent the earliest age at which adolescence onsets. I think it would be more accurate to say the study covers the mid to late adolescent period." "elife"
"1256" "10.7554/eLife.64694" "We appreciate the Reviewer’s comment." "elife"
"1257" "10.7554/eLife.64694" "We clarified the sample in the Introduction:" "elife"
"1258" "10.7554/eLife.64694" "“Here, we charted developmental changes in structural connectome organization, based on an accelerated longitudinal neuroimaging study involving 208 participants investigated between 14 to 26 years of age (Kiddle et al., 2018; Whitaker et al., 2016)”" "elife"
"1259" "10.7554/eLife.64694" "– In the results it is stated that three eigenvector explained approximately 50% of the variance in the template affinity matrix. Here it would be helpful to report exactly how much of the variance was explained by each (E1, E2, E3)." "elife"
"1260" "10.7554/eLife.64694" "As suggested, we provided further details in the Results:" "elife"
"1261" "10.7554/eLife.64694" "“Three eigenvectors (E1, E2, and E3) explained approximately 50% of information in the template affinity matrix (i.e., 20.7/15.8/13.5% for E1/E2/E3, respectively), with each eigenvector showing a different axis of spatial variation across the cortical mantle (Figure 1A).”" "elife"
"1262" "10.7554/eLife.64694" "– Pubertal development occurs across the age range investigated, and affects brain structure and function. Was information on pubertal stage of participants available? Did some participants undergo changes in pubertal status from timepoint 1 to timepoint 2?" "elife"
"1263" "10.7554/eLife.64694" "The NSPN consortium collected Tanner scale (Marshall and Tanner, 1970, 1969), which quantifies pubertal stages from 1 (pre-puberty) to 5 (final phase of physical maturation). However, the score was collected at baseline and for 73/208 participants only. We could thus not assess longitudinal changes in manifold features according to changes in pubertal stages indexed by Tanner staging. Nevertheless, linear mixed effect modeling in the subset of these 73 participants confirmed our overall findings. While the statistical power was reduced in this smaller subset, spatial patterns of age-effects were consistent with the larger sample (Figure 1—figure supplement 13A). Notably, manifold eccentricity within the identified regions derived from overall sample and Tanner scale revealed significant interaction effect (t = 2.36, p = 0.01; Figure 1—figure supplement 13B), suggesting participants in early pubertal stage show stronger changes in manifold eccentricity across age compared to those in later stages." "elife"
"1264" "10.7554/eLife.64694" "We updated the Results:" "elife"
"1265" "10.7554/eLife.64694" "“k) Manifold eccentricity and pubertal stages. We repeated the longitudinal modeling within a subset of participants who completed the Tanner scale (n = 73) (Marshall and Tanner, 1970, 1969), and found relatively consistent albeit weaker age-related changes in manifold eccentricity as for the overall sample (Figure 1—figure supplement 13A). Notably, manifold eccentricity within the identified regions derived from overall sample and Tanner scale revealed a significant interaction effect (t = 2.36, p = 0.01; Figure 1—figure supplement 13B), suggesting participants in early pubertal stages show more marked changes in manifold eccentricity across age compared to those in later stages.”" "elife"
"1266" "10.7554/eLife.64694" "as well as Materials and methods:" "elife"
"1267" "10.7554/eLife.64694" "“k) Manifold eccentricity and pubertal stages. To assess the relationship between manifold eccentricity and pubertal stages, we selected a subset of participants who completed Tanner scale (Marshall and Tanner, 1970, 1969), which quantifies pubertal stages from 1 (pre-puberty) to 5 (final phase of physical maturation). However, the score was collected at baseline and for 73/208 participants only. To confirm robustness, we performed linear mixed effect modeling using this subset (Figure 1—figure supplement 13A). In addition, we assessed interaction effects of Tanner scale and manifold eccentricity restricted to the regions identified from the overall sample (Figure 1—figure supplement 13B).”" "elife"
"1268" "10.7554/eLife.64694" "– The introduction does not mention cortical thickness much, therefore these analyses come as a bit of surprise in the results." "elife"
"1269" "10.7554/eLife.64694" "As suggested, we now contextualize adolescent cortical thickness changes in the Introduction:" "elife"
"1270" "10.7554/eLife.64694" "“Early cross-sectional and longitudinal studies in neurodevelopmental cohorts focused on the analysis of morphological changes (Gogtay et al., 2004; Shaw et al., 2006; Tamnes et al., 2017), including MRI-based cortical thickness (Shaw et al., 2006; Tamnes et al., 2017) and volumetric measures (Gogtay et al., 2004; Tamnes et al., 2017). Studies robustly show initial grey matter increases until mid-late childhood followed by a decline for the rest of the lifespan. During adolescence, cortical thickness decreases in widespread brain regions (Khundrakpam et al., 2013; Shaw et al., 2006; Sotiras et al., 2017; Tamnes et al., 2017). Thus, contextualizing connectome alterations relative to established patterns of cortical thickness findings may establish whether inter-regional network changes occur above and beyond these diffuse effects of regional morphological maturation.”" "elife"
"1271" "10.7554/eLife.64694" "– As in the introduction, there is not much interpretation of the transcriptome findings in the discussion." "elife"
"1272" "10.7554/eLife.64694" "As suggested, we expanded our interpretation of the transcriptome findings in the Discussion:" "elife"
"1273" "10.7554/eLife.64694" "“Associating macroscopic changes in manifold eccentricity with post-mortem microarray data provided by the Allen Human Brain Atlas (Arnatkeviciute et al., 2019; Fornito et al., 2019; Gorgolewski et al., 2014; Hawrylycz et al., 2015; Thompson et al., 2013), we identified gene sets expressed in cortical regions and subcortical structures of the thalamus and striatum during late childhood, adolescence, and young adulthood. Despite these findings being associative and based on separate datasets, they overall support our results that brain network maturation from late childhood until early adulthood implicates micro- and macroscale factors in both subcortical and cortical networks. Coupled network and molecular changes may ultimately change subcortical and cortical circuit properties, including the balance of excitation and inhibition (E/I). Human brain development involves spatio-temporal waves of gene expression changes across different brain regions and developmental time windows (Ip et al., 2010; Kang et al., 2011; Shin et al., 2018). In the study of adolescent development, prior studies have suggested shifts in E/I balance, evolving from a dominant inhibitory bias in early developmental stages towards stronger excitatory drive in later stages, and suggested that these may underlie the maturation of cognitive functions such as working memory and executive control (Dorrn et al., 2010; Lander et al., 2017; Liu et al., 2007). In common neurodevelopmental disorders, including autism, schizophrenia, and attention deficit hyperactivity disorder, imbalances in cortical E/I and cortico-subcortical network function have been demonstrated (Cellot and Cherubini, 2014; Gandal et al., 2018; Lee et al., 2017; Lewis et al., 2005; Nelson and Valakh, 2015; Park et al., 2020a; Sohal and Rubenstein, 2019; Trakoshis et al., 2020), potentially downstream to perturbations of different neurotransmitter systems, such as interneuron-mediated GABA transmission (Bonaventura et al., 2017; Kilb, 2012; Liu et al., 2007; Park et al., 2020a; Silveri et al., 2013; Trakoshis et al., 2020; Tziortzi et al., 2014).”" "elife"
"1274" "10.7554/eLife.64694" "– For constructing the structural connectome, the Schaefer 7-network atlas was utilized. Can the authors comment on why a functional atlas (rather than a structural atlas) was used here?" "elife"
"1275" "10.7554/eLife.64694" "We opted for the widely used Schaefer parcellation (Schaefer et al., 2018) as it (i) allows contextualization of our findings within the context of intrinsic functional communities (Yeo et al., 2011), (ii) incorporates the option to assess results across different parcel numbers, and (iii) aligns the current study with prior work from our group (Benkarim et al., 2020; Paquola et al., 2020; Park et al., 2021, 2020a; Rodríguez-Cruces et al., 2020) and others (Baum et al., 2020; Betzel et al., 2019; Osmanlıoğlu et al., 2019)." "elife"
"1276" "10.7554/eLife.64694" "This justification is now included in the Materials and methods:" "elife"
"1277" "10.7554/eLife.64694" "“We opted for this atlas as it (i) allows contextualization of our findings within macroscale intrinsic functional communities (Yeo et al., 2011), (ii) incorporates the option to assess results across different granularities, and (iii) aligns the current study with previous work from our group (Benkarim et al., 2020; Paquola et al., 2020; Park et al., 2021, 2020a; Rodríguez-Cruces et al., 2020) and others (Baum et al., 2020; Betzel et al., 2019; Osmanlıoğlu et al., 2019).”" "elife"
"1278" "10.7554/eLife.64694" "We agree with the reviewer that diffusion MRI studies have often been conducted based on structural atlases. We thus repeated our analyses using a structural parcellation scheme with 200 nodes that preserves the macroscopic boundaries of the Desikan-Killiany atlas (Desikan et al., 2006; Vos de Wael et al., 2020). We found largely consistent age-effects on manifold eccentricity and subcortical-weighted manifold in heteromodal association areas, as well as in caudate, hippocampus, and thalamus (Figure 1—figure supplement 11)." "elife"
"1279" "10.7554/eLife.64694" "We updated Results:" "elife"
"1280" "10.7554/eLife.64694" "“i) Connectome manifolds based on structural parcellation. We repeated our analyses with a structural parcellation, defined using a sub-parcellation of folding based on the Desikan-Killiany atlas (Desikan et al., 2006; Vos de Wael et al., 2020) (Figure 1—figure supplement 11). Despite slight differences in the topography of manifold eccentricity in lateral prefrontal, temporal, and occipital cortices, we could replicate strong age-related effects in heteromodal association areas, together with effects in caudate and hippocampus (FDR < 0.05), and marginally in thalamus (FDR < 0.1).”" "elife"
"1281" "10.7554/eLife.64694" "as well as Materials and methods:" "elife"
"1282" "10.7554/eLife.64694" "“i) Connectome manifolds based on structural parcellation. To confirm whether functional and structural parcellation schemes yield consistent results, we repeated our main analyses using 200 cortical nodes structural parcellation scheme, which preserves the macroscopic boundaries of the Desikan-Killiany atlas (Desikan et al., 2006; Vos de Wael et al., 2020) (Figure 1—figure supplement 11).”" "elife"
"1283" "10.7554/eLife.64694" "– While this work touches on an important topic, ties nicely with the increasing body of papers on global brain gradients, and its overall conclusions are warranted, I am not (yet) convinced that it offers fundamentally new insights that could not have been gleaned from previous work (after all, manifold learning simply displays a shadow of the underlying patterns; if the patterns change, so does their shadow). I am also not convinced by the rationale for employing diffusion embedding: the authors state that the ensuing gradients are heritable, conserved across species, capture functional activation patterns during task states, and provide a coordinate system to interrogate brain structure and function, but that would be true for any method that adequately captures biologically meaningful variance in the structural connectivity patterns." "elife"
"1284" "10.7554/eLife.64694" "We thank the reviewer for the positive evaluation of our work and happy to provide further rationale for the use of gradients. Being derived from connectomes, we agree that gradient mapping techniques do, in part, recapitulate findings that have been previously shown with more established techniques, for example, graph-theoretical analyses that consider the brain as a graph with nodes and edges and estimate connectome patterns by calculating graph parameters, such as centrality and modular measures (Bullmore and Sporns, 2009; Rubinov and Sporns, 2010). However, we believe that gradient mapping approaches offer a promising combination of methodological and conceptual properties: (i) Gradient mapping based on manifold learning approaches reduce high dimensional (i.e., n x n) connectomes into a series of k spatial maps (i.e., gradients, each of the form n x 1) in a data-driven way and thus provide a simplified view on large-scale connectome organization. Of note, the dimensionality reduction procedure we opted for (i.e., diffusion map embedding) is computationally efficient and robust to noise when computing a globally optimal solution compared to linear approaches (Tenenbaum et al., 2000). (ii) As in the current work, the solution of these techniques is not necessarily a single gradient, but it can be multiple, potentially overlapping gradients. Representing multiple gradients has been suggested to offer the ability to characterize both subregional heterogeneity and functional multiplicity of brain regions (Haak and Beckmann, 2020). In prior work, we showed that the use of multiple diffusion MRI gradients can help to better understand dynamic functional communication patterns in the adult human brain connectome (Park et al., 2021). (iii) As the gradients derived from these techniques can serve as continuous axes of cortical organization, the use of several gradients jointly allows to generate intrinsic coordinate systems in connectivity space, in line with prior conceptual accounts (Bijsterbosch et al., 2020; Haak et al., 2018; Huntenburg et al., 2018; Margulies et al., 2016; Mars et al., 2018). (iv) In addition to the aforementioned methodological advances, prior work has shown that principal gradients, e.g., those estimated from task-free functional MRI (Margulies et al., 2016), follow established models of cortical hierarchy and laminar differentiation (Mesulam, 1998). These observations have allowed gradient mapping approaches to make conceptual contact with seminal work on cortical organization, evolution, and development (Buckner and Krienen, 2013; Goulas et al., 2018; Huntenburg et al., 2018; Sanides, 1969, 1962). What’s more, an emerging literature has shown utility of the gradient framework to study primate evolution and cross-species alignment (Blazquez Freches et al., 2020; Sofie L. Valk et al., 2020; T. Xu et al., 2020), neurodevelopment (Hong et al., 2019; Paquola et al., 2019a), as well as plasticity and structure-function coupling (Park et al., 2021; Vázquez-Rodríguez et al., 2019)." "elife"
"1285" "10.7554/eLife.64694" "We updated Introduction:" "elife"
"1286" "10.7554/eLife.64694" "“One emerging approach to address connectome organization and development comes from the application of manifold learning techniques to connectivity datasets. […] An emerging literature has indeed shown utility of the gradient framework to study primate evolution and cross-species alignment (Blazquez Freches et al., 2020; Sofie L. Valk et al., 2020; T. Xu et al., 2020), neurodevelopment (Hong et al., 2019; Paquola et al., 2019a), as well as plasticity and structure-function coupling (Park et al., 2021; Sofie L Valk et al., 2020; Vázquez-Rodríguez et al., 2019).”" "elife"
"1287" "10.7554/eLife.64694" "To build cortex-wide structural connectome manifolds, our work opted for diffusion map embedding, a non-linear dimensionality reduction technique (Coifman and Lafon, 2006), following a seminal connectivity gradient study (Margulies et al., 2016). Follow-up work from our group and others adopted the same approach (Hong et al., 2019, 2020; Huntenburg et al., 2017; Larivière et al., 2020; Margulies et al., 2016; Müller et al., 2020; Paquola et al., 2019a; Park et al., 2021; Sofie L. Valk et al., 2020; Vos de Wael et al., 2020). In addition to ensuring continuity with these prior studies, non-linear techniques do in general explain more information with the same number of components than linear techniques, which may increase performance on group classification, cluster identification, and phenotypic score prediction (Errity and McKenna, 2007; Gallos et al., 2020; Hong et al., 2020). Diffusion map embedding, in particular, is only controlled by few parameters, and thus computationally efficient and rather robust to noise (Errity and McKenna, 2007; Gallos et al., 2020; Hong et al., 2020; Tenenbaum et al., 2000). Of note, the non-linearity is simply introduced by running the singular value decomposition, which is also at the heart of PCA, on the Markov matrix of the normalized connectome, which also lends a direct interpretation to the reduced manifold as being interpretable as a ‘diffusion map’ between the nodes." "elife"
"1288" "10.7554/eLife.64694" "We nevertheless agree with the Reviewer’s point that non-linear and linear techniques often converge, and that it is not fully established which approach should be prioritized (Hong et al., 2020; Vos de Wael et al., 2020). To assess consistency, we thus repeated our analysis based on principal component analysis (PCA) and observed consistent manifold dimensions (linear correlation = 0.998 ± 0.001 across E1/E2/E3; Figure 1—figure supplement 7A), as well as similar age-effects as in the main analysis, notably a similar expansion of the manifold space (Figure 1—figure supplement 7B)." "elife"
"1289" "10.7554/eLife.64694" "We updated Results:" "elife"
"1290" "10.7554/eLife.64694" "“e) Connectome manifold generation using principal component analysis. In a separate analysis, we generated eigenvectors using principal component analysis (Wold et al., 1987), instead of diffusion map embedding (Coifman and Lafon, 2006), and found consistent spatial maps (linear correlation = 0.998 ± 0.001 across E1/E2/E3; Figure 1—figure supplement 7A) and longitudinal findings (Figure 1—figure supplement 7B).”" "elife"
"1291" "10.7554/eLife.64694" "as well as Materials and methods:" "elife"
"1292" "10.7554/eLife.64694" "“An affinity matrix was constructed with a normalized angle kernel, and eigenvectors were estimated via diffusion map embedding (Figure 1A), a non-linear dimensionality reduction technique (Coifman and Lafon, 2006) that projects connectome features into low dimensional manifolds (Margulies et al., 2016). This technique is only controlled by few parameters, computationally efficient, and relatively robust to noise compared to other non-linear techniques (Errity and McKenna, 2007; Gallos et al., 2020; Hong et al., 2020; Tenenbaum et al., 2000), and has been extensively used in the previous gradient mapping literature (Hong et al., 2019, 2020; Huntenburg et al., 2017; Larivière et al., 2020a; Margulies et al., 2016; Müller et al., 2020; Paquola et al., 2019a; Park et al., 2021; Sofie L. Valk et al., 2020; Vos de Wael et al., 2020).”" "elife"
"1293" "10.7554/eLife.64694" "“e) Connectome manifold generation using principal component analysis. To explore consistency of our results when using different dimensionality reduction techniques, we generated connectome manifolds using principal component analysis (Wold et al., 1987), instead of relying on diffusion map embedding (Coifman and Lafon, 2006), and performed longitudinal modeling (Figure 1—figure supplement 7). We compared the eigenvectors estimated from diffusion map embedding and principal component analysis using linear correlations.”" "elife"
"1294" "10.7554/eLife.64694" "– The authors show that the maturational change of the manifold features predict intelligence at follow-up, but did not show that intelligence itself exhibited changes that exceeded the error bounds of the regression line. Why not predict IQ change?" "elife"
"1295" "10.7554/eLife.64694" "As suggested, we additionally predicted the change of IQ between the baseline and follow-up, instead of IQ at follow-up, using the imaging features. However, we could not find significant results for predicting ∆IQ using cortical features at baseline (mean ± SD r = -0.10 ± 0.04, MAE = 6.62 ± 0.06, p = 0.27) nor at both baseline and maturational change (r = -0.08 ± 0.04, MAE = 6.60 ± 0.06, p = 0.34). Adding subcortical regions did not improve the performance (baseline: r = -0.01 ± 0.03, MAE = 7.02 ± 0.12, p = 0.73; baseline and maturational change: r = 0.03 ± 0.03, MAE = 6.53 ± 0.06, p = 0.67). The low performance might be due to small variations in ∆IQ, where many participants (42%) showed IQ changes less than 5 and 76% less than 10." "elife"
"1296" "10.7554/eLife.64694" "We updated Results:" "elife"
"1297" "10.7554/eLife.64694" "“We also predicted the change of IQ between the baseline and follow-up, instead of IQ at follow-up, using the imaging features. However, we could not find significant results.”" "elife"
"1298" "10.7554/eLife.64694" "as well as Materials and methods:" "elife"
"1299" "10.7554/eLife.64694" "“In addition to predicting future IQ, we performed the same prediction analysis to predict the change of IQ between the baseline and follow-up.”" "elife"
"1300" "10.7554/eLife.64694" "– The slight improvements in prediction accuracy observed after adding maturational change and subcortical features to the features at baseline will necessarily happen by adding more regression parameters and may not be meaningful." "elife"
"1301" "10.7554/eLife.64694" "To improve robustness of prediction analysis, as well as avoid overfitting, the revised work employed a nested ten-fold cross-validation framework (Cawley and Talbot, 2010; Parvandeh et al., 2020; Tenenbaum et al., 2000; Varma and Simon, 2006) with elastic net regularization (Zou and Hastie, 2005). Specifically, we split the dataset into training (9/10) and test (1/10) partitions, and each training partition was further split into inner training and testing folds using another ten-fold cross-validation. Within the inner fold, elastic net regularization finds a set of non-redundant features to explain the dependent variable. Using a linear regression, we predicted the IQ scores of inner fold test data using the features of the selected brain regions by controlling for age, sex, site, and head motion. The model with minimum mean absolute error (MAE) across the inner folds was applied to the test partition of the outer fold, and the IQ scores of outer fold test data were predicted. The prediction procedure was repeated 100 times with different training and test sets to reduce subject selection bias. Across cross-validation and iterations, 6.24 ± 5.74 (mean ± SD) features were selected to predict IQ using manifold eccentricity of cortical regions at baseline, 6.20 ± 5.14 cortical features at baseline and maturational change, 5.45 ± 5.99 cortical and subcortical features at baseline, and 5.16 ± 5.43 at baseline and maturational change. In this scenario, adding more independent variables may not per se lead to improvement in prediction accuracy." "elife"
"1302" "10.7554/eLife.64694" "We updated Results:" "elife"
"1303" "10.7554/eLife.64694" "“We used elastic net regularization with nested ten-fold cross-validation (Cawley and Talbot, 2010; Parvandeh et al., 2020; Tenenbaum et al., 2000; Varma and Simon, 2006; Zou and Hastie, 2005) (see Methods), and repeated the prediction 100 times with different training and test dataset compositions to mitigate subject selection bias. Across cross-validation and iterations, 6.24 ± 5.74 (mean ± SD) features were selected to predict IQ using manifold eccentricity of cortical regions at baseline, 6.20 ± 5.14 cortical features at baseline and maturational change, 5.45 ± 5.99 cortical and subcortical features at baseline, and 5.16 ± 5.43 at baseline and maturational change, suggesting that adding more independent variables may not per se lead to improvement in prediction accuracy.”" "elife"
"1304" "10.7554/eLife.64694" "as well as Materials and methods:" "elife"
"1305" "10.7554/eLife.64694" "“For each evaluation, a subset of features that could predict future IQ was identified using elastic net regularization (𝜌 = 0.5) with optimized regularization parameters (L1 and L2 penalty terms) via nested ten-fold cross-validation (Cawley and Talbot, 2010; Parvandeh et al., 2020; Tenenbaum et al., 2000; Varma and Simon, 2006; Zou and Hastie, 2005). We split the dataset into training (9/10) and test (1/10) partitions, and each training partition was further split into inner training and testing folds using another ten-fold cross-validation. Within the inner fold, elastic net regularization finds a set of non-redundant features to explain the dependent variable. Using a linear regression, we predicted the IQ scores of inner fold test data using the features of the selected brain regions by controlling for age, sex, site, and head motion. The model with minimum mean absolute error (MAE) across the inner folds was applied to the test partition of the outer fold, and the IQ scores of outer fold test data were predicted. The prediction procedure was repeated 100 times with different training and test sets to reduce subject selection bias.”" "elife"
"1306" "10.7554/eLife.64694" "– Interpretability and Lack of Comparison" "elife"
"1307" "10.7554/eLife.64694" "The authors claim repeatedly that they are \"capitalizing on advanced manifold learning techniques\"." "elife"
"1308" "10.7554/eLife.64694" "One could imagine an infinite number of papers that take a dataset, use a technique to extract a metric, X (e.g., eccentricity), and then write about the changes in X with some property of interest, Y (e.g., age). Given this set of papers (and the non-independence between the set of possible Xs), the reader ought to be most interested in those Xs that provide the best performance and simplest interpretation, with other papers being redundant." "elife"
"1309" "10.7554/eLife.64694" "Thus, a nuanced approach to presenting a paper like this is to demonstrate that the metric used represents an advance over alternative, simpler-to-compute, or clearer-to-interpret metrics that already exist." "elife"
"1310" "10.7554/eLife.64694" "In this paper, however, the authors do not demonstrate the benefits of their particular choice of applying a specific nonlinear dimensionality reduction method using 3 dimensions alignment to a template manifold and then computing an eccentricity metric." "elife"
"1311" "10.7554/eLife.64694" "We thank the reviewers for this suggestion, please see the points below. In brief, both linear and non-linear dimensionality reduction techniques compress high dimensional connectome data (n x n) into a series of lower-dimensional eigenvectors (i.e., gradients, each of the form n x 1), offering a synoptic view on connectome development. In our case, we used these manifold learning techniques to derive a three-dimensional connectivity space to which we were able to sensitively track developmental changes in adolescence. Beyond these methodological considerations, prior work has shown that principal gradients estimated from task-free functional (Margulies et al., 2016), microstructural (Paquola et al., 2019b), and diffusion MRI (Park et al., 2020a) broadly converge along an established model of sensory-fugal neural hierarchy and laminar differentiation (Mesulam, 1998), allowing the gradient mapping approach to align with theories of cortical organization and evolution (Buckner and Krienen, 2013; Goulas et al., 2018; Huntenburg et al., 2018; Sanides, 1969, 1962). We believe that the relative analytical simplicity and ability to contextualize work in classic theory represent an attractive justification for gradient mapping techniques. Below, we furthermore addressed the specific comments:" "elife"
"1312" "10.7554/eLife.64694" "For example:" "elife"
"1313" "10.7554/eLife.64694" "i. Is the nonlinearity required (e.g., does it outperform PCA or MDS)?" "elife"
